C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_07_758.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_07_758.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_07_758.jpg, 0, 0, 0, 0.9219286
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_07_859.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_07_859.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_07_859.jpg, 0, 0, 0, 0.9107261
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_07_960.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_07_960.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_07_960.jpg, 0, 0, 0, 0.899637
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_08_061.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_08_061.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_08_061.jpg, 0, 0, 0, 0.88866
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_08_162.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_08_162.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_08_162.jpg, 0, 0, 0, 0.8777944
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_08_262.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_08_262.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_08_262.jpg, 0, 0, 0, 0.8670385
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_08_363.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_08_363.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_08_363.jpg, -0.040584, 0, 0, 0.8563685
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_08_465.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_08_465.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_08_465.jpg, -0.3976137, 0, 0, 0.8407418
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_08_567.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_08_567.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_08_567.jpg, -0.5982571, 0, 0, 0.8264591
C:\Users\Myra\Desktop\Data2\IMG\center_2021_02_01_11_51_08_668.jpg, C:\Users\Myra\Desktop\Data2\IMG\left_2021_02_01_11_51_08_668.jpg, C:\Users\Myra\Desktop\Data2\IMG\right_2021_02_01_11_51_08_668.jpg, -0.2971185, 0, 0, 0.8206234
